store_id,product_id,quantity,source,timestamp
1,1,27,datalake,2024-05-02 01:02:02.484113
1,2,5,datalake,2024-05-02 01:02:02.484113
1,3,6,datalake,2024-05-02 01:02:02.484113
1,4,23,datalake,2024-05-02 01:02:02.484113
1,5,22,datalake,2024-05-02 01:02:02.484113
1,6,0,datalake,2024-05-02 01:02:02.484113
1,7,8,datalake,2024-05-02 01:02:02.484113
1,8,0,datalake,2024-05-02 01:02:02.484113
1,9,11,datalake,2024-05-02 01:02:02.484113
1,10,15,datalake,2024-05-02 01:02:02.484113
1,11,8,datalake,2024-05-02 01:02:02.484113
1,12,16,datalake,2024-05-02 01:02:02.484113
1,13,13,datalake,2024-05-02 01:02:02.484113
1,14,8,datalake,2024-05-02 01:02:02.484113
1,15,3,datalake,2024-05-02 01:02:02.484113
1,16,4,datalake,2024-05-02 01:02:02.484113
1,17,2,datalake,2024-05-02 01:02:02.484113
1,18,16,datalake,2024-05-02 01:02:02.484113
1,19,4,datalake,2024-05-02 01:02:02.484113
1,20,26,datalake,2024-05-02 01:02:02.484113
1,21,24,datalake,2024-05-02 01:02:02.484113
1,22,29,datalake,2024-05-02 01:02:02.484113
1,23,9,datalake,2024-05-02 01:02:02.484113
1,24,10,datalake,2024-05-02 01:02:02.484113
1,25,10,datalake,2024-05-02 01:02:02.484113
1,26,16,datalake,2024-05-02 01:02:02.484113
1,27,21,datalake,2024-05-02 01:02:02.484113
1,28,20,datalake,2024-05-02 01:02:02.484113
1,29,13,datalake,2024-05-02 01:02:02.484113
1,30,30,datalake,2024-05-02 01:02:02.484113
1,31,2,datalake,2024-05-02 01:02:02.484113
1,32,0,datalake,2024-05-02 01:02:02.484113
1,33,10,datalake,2024-05-02 01:02:02.484113
1,34,2,datalake,2024-05-02 01:02:02.484113
1,35,18,datalake,2024-05-02 01:02:02.484113
1,36,26,datalake,2024-05-02 01:02:02.484113
1,37,12,datalake,2024-05-02 01:02:02.484113
1,38,13,datalake,2024-05-02 01:02:02.484113
1,39,2,datalake,2024-05-02 01:02:02.484113
1,40,24,datalake,2024-05-02 01:02:02.484113
1,41,10,datalake,2024-05-02 01:02:02.484113
1,42,0,datalake,2024-05-02 01:02:02.484113
1,43,2,datalake,2024-05-02 01:02:02.484113
1,44,1,datalake,2024-05-02 01:02:02.484113
1,45,15,datalake,2024-05-02 01:02:02.484113
1,46,19,datalake,2024-05-02 01:02:02.484113
1,47,21,datalake,2024-05-02 01:02:02.484113
1,48,5,datalake,2024-05-02 01:02:02.484113
1,49,8,datalake,2024-05-02 01:02:02.484113
1,50,29,datalake,2024-05-02 01:02:02.484113
1,51,2,datalake,2024-05-02 01:02:02.484113
1,52,18,datalake,2024-05-02 01:02:02.484113
1,53,17,datalake,2024-05-02 01:02:02.484113
1,54,11,datalake,2024-05-02 01:02:02.484113
1,55,11,datalake,2024-05-02 01:02:02.484113
1,56,15,datalake,2024-05-02 01:02:02.484113
1,57,1,datalake,2024-05-02 01:02:02.484113
1,58,1,datalake,2024-05-02 01:02:02.484113
1,59,22,datalake,2024-05-02 01:02:02.484113
1,60,19,datalake,2024-05-02 01:02:02.484113
1,61,30,datalake,2024-05-02 01:02:02.484113
1,62,21,datalake,2024-05-02 01:02:02.484113
1,63,4,datalake,2024-05-02 01:02:02.484113
1,64,30,datalake,2024-05-02 01:02:02.484113
1,65,10,datalake,2024-05-02 01:02:02.484113
1,66,12,datalake,2024-05-02 01:02:02.484113
1,67,19,datalake,2024-05-02 01:02:02.484113
1,68,30,datalake,2024-05-02 01:02:02.484113
1,69,4,datalake,2024-05-02 01:02:02.484113
1,70,3,datalake,2024-05-02 01:02:02.484113
1,71,25,datalake,2024-05-02 01:02:02.484113
1,72,9,datalake,2024-05-02 01:02:02.484113
1,73,7,datalake,2024-05-02 01:02:02.484113
1,74,9,datalake,2024-05-02 01:02:02.484113
1,75,23,datalake,2024-05-02 01:02:02.484113
1,76,15,datalake,2024-05-02 01:02:02.484113
1,77,16,datalake,2024-05-02 01:02:02.484113
1,78,13,datalake,2024-05-02 01:02:02.484113
1,79,13,datalake,2024-05-02 01:02:02.484113
1,80,11,datalake,2024-05-02 01:02:02.484113
1,81,25,datalake,2024-05-02 01:02:02.484113
1,82,1,datalake,2024-05-02 01:02:02.484113
1,83,13,datalake,2024-05-02 01:02:02.484113
1,84,11,datalake,2024-05-02 01:02:02.484113
1,85,23,datalake,2024-05-02 01:02:02.484113
1,86,19,datalake,2024-05-02 01:02:02.484113
1,87,27,datalake,2024-05-02 01:02:02.484113
1,88,7,datalake,2024-05-02 01:02:02.484113
1,89,9,datalake,2024-05-02 01:02:02.484113
1,90,4,datalake,2024-05-02 01:02:02.484113
1,91,8,datalake,2024-05-02 01:02:02.484113
1,92,0,datalake,2024-05-02 01:02:02.484113
1,93,22,datalake,2024-05-02 01:02:02.484113
1,94,6,datalake,2024-05-02 01:02:02.484113
1,95,25,datalake,2024-05-02 01:02:02.484113
1,96,20,datalake,2024-05-02 01:02:02.484113
1,97,20,datalake,2024-05-02 01:02:02.484113
1,98,28,datalake,2024-05-02 01:02:02.484113
1,99,28,datalake,2024-05-02 01:02:02.484113
1,100,15,datalake,2024-05-02 01:02:02.484113
1,101,17,datalake,2024-05-02 01:02:02.484113
1,102,9,datalake,2024-05-02 01:02:02.484113
1,103,13,datalake,2024-05-02 01:02:02.484113
1,104,25,datalake,2024-05-02 01:02:02.484113
1,105,7,datalake,2024-05-02 01:02:02.484113
1,106,30,datalake,2024-05-02 01:02:02.484113
1,107,20,datalake,2024-05-02 01:02:02.484113
1,108,15,datalake,2024-05-02 01:02:02.484113
1,109,30,datalake,2024-05-02 01:02:02.484113
1,110,1,datalake,2024-05-02 01:02:02.484113
1,111,11,datalake,2024-05-02 01:02:02.484113
1,112,17,datalake,2024-05-02 01:02:02.484113
1,113,24,datalake,2024-05-02 01:02:02.484113
1,114,3,datalake,2024-05-02 01:02:02.484113
1,115,10,datalake,2024-05-02 01:02:02.484113
1,116,24,datalake,2024-05-02 01:02:02.484113
1,117,15,datalake,2024-05-02 01:02:02.484113
1,118,12,datalake,2024-05-02 01:02:02.484113
1,119,17,datalake,2024-05-02 01:02:02.484113
1,120,23,datalake,2024-05-02 01:02:02.484113
1,121,19,datalake,2024-05-02 01:02:02.484113
1,122,22,datalake,2024-05-02 01:02:02.484113
1,123,8,datalake,2024-05-02 01:02:02.484113
1,124,23,datalake,2024-05-02 01:02:02.484113
1,125,22,datalake,2024-05-02 01:02:02.484113
1,126,28,datalake,2024-05-02 01:02:02.484113
1,127,12,datalake,2024-05-02 01:02:02.484113
1,128,11,datalake,2024-05-02 01:02:02.484113
1,129,21,datalake,2024-05-02 01:02:02.484113
1,130,22,datalake,2024-05-02 01:02:02.484113
1,131,20,datalake,2024-05-02 01:02:02.484113
1,132,1,datalake,2024-05-02 01:02:02.484113
1,133,9,datalake,2024-05-02 01:02:02.484113
1,134,26,datalake,2024-05-02 01:02:02.484113
1,135,15,datalake,2024-05-02 01:02:02.484113
1,136,12,datalake,2024-05-02 01:02:02.484113
1,137,12,datalake,2024-05-02 01:02:02.484113
1,138,6,datalake,2024-05-02 01:02:02.484113
1,139,17,datalake,2024-05-02 01:02:02.484113
1,140,3,datalake,2024-05-02 01:02:02.484113
1,141,21,datalake,2024-05-02 01:02:02.484113
1,142,22,datalake,2024-05-02 01:02:02.484113
1,143,19,datalake,2024-05-02 01:02:02.484113
1,144,7,datalake,2024-05-02 01:02:02.484113
1,145,5,datalake,2024-05-02 01:02:02.484113
